No.,Author,Title,Publication_Type,Start_Year,End_Year,Publication_Type,Source,비고
1487,Tom Shin,그림자 전쟁,부크크(bookk),2025,,Book,A,
1488,희온,깊은 잔향,부크크(bookk),2025,,Book,A,
1489,홍선주,꽃거지를 찾습니다,한끼,2025,,Book,A,
1490,이경원,꿈에서 본 이야기,부크크(bookk),2025,,Book,A,
1491,김해솔,노간주나무,북다,2025,,Book,A,
1492,엄성용,닫히지 않는 문,네오픽션,2025,,Book,A,
1493,서예량,달 없는 밤,부크크(bookk),2025,,Book,A,
1494,장원석,달콤한 고통,부크크(bookk),2025,,Book,A,
1495,반지은,도괴비,반전,2025,,Book,A,
1496,김수정,도둑들,부크크(bookk),2025,,Book,A,
1497,예꾀,동경의 밤,부크크(bookk),2025,,Book,A,
1498,이정화,뒤집힌 주머니,네오픽션,2025,,Book,A,
1499,김혜빈,등에 불을 지고,사계절,2025,,Book,A,
1500,최영환,딥스테이트 : 기억의 조작,부크크(bookk),2025,,Book,A,
1501,최영환,딥스테이트 : 붉은 손톱,부크크(bookk),2025,,Book,A,
1502,최영환,딥스테이트 : 영혼의 계약,부크크(bookk),2025,,Book,A,
1503,최영환,딥스테이트 : 트릴로지,부크크(bookk),2025,,Book,A,
1504,나리솔,미스터 블랙 : 검은 계약,부크크(bookk),2025,,Book,A,
1505,양희찬,바이러스 R 가림토 프로젝트,파랑새미디어,2025,,Book,A,
1506,김수정,범죄꾼,부크크(bookk),2025,,Book,A,
1507,도진기,법의 체면,황금가지,2025,,Book,A,
1508,송윤지,부서진 음표,페스트북,2025,,Book,A,
1509,이나래,브레이크 아웃,미싱링크,2025,,Book,A,
1510,이성현,삼각뿔의 내부,부크크(bookk),2025,,Book,A,
1511,이예원,생(生)의 가치,부크크(bookk),2025,,Book,A,
1512,현영강,세 굴레 출판사,잇스토리,2025,,Book,A,
1513,W-LUNAR,수영장의 미남,부크크(bookk),2025,,Book,A,
1514,박하루,순결한 탐정 김재건과 초능력자의 섬,엘릭시르,2025,,Book,A,
1515,이현종,숨겨진 얼굴,모모북스,2025,,Book,A,
1516,이락,시 탐정 사무소 세트 - 전2권,안녕로빈,2025,,Book,A,
1517,현영강,식물인간,부크크(bookk),2025,,Book,A,
1518,@렌,실험체 8374,부크크(bookk),2025,,Book,A,
1519,정보라,아이들의 집,열림원,2025,,Book,A,
1520,허진희,악의 주장법,자이언트북스,2025,,Book,A,
1521,김영탁,영수와 0수,arte(아르테),2025,,Book,A,
1522,정소영,완벽한 유서,부크크(bookk),2025,,Book,A,
1523,서예량,웃는 아이,부크크(bookk),2025,,Book,A,
1524,A7,이 세상의 주인공은 없다.,부크크(bookk),2025,,Book,A,
1525,송시무스,이름 없는 가족 죽이기,부크크(bookk),2025,,Book,A,
1526,작가 쿼리,이상한 단지,휴먼디자인허브,2025,,Book,A,
1527,배명은,이상한 마을 청호리,네오북스,2025,,Book,A,
1528,김정용,장난감 괴물,델피노,2025,,Book,A,
1529,강성모(neptunuse),적월,부크크(bookk),2025,,Book,A,
1530,김정희,정희팀,부크크(bookk),2025,,Book,A,
1531,김준녕,제,텍스티(TXTY),2025,,Book,A,
1532,서모네,제 3의 사랑,부크크(bookk),2025,,Book,A,
1533,정민규(루카스 제이),제로 포인트,또또규리,2025,,Book,A,
1534,신효주,죽었으면 좋겠어,부크크(bookk),2025,,Book,A,
1535,나리솔,진실의 눈 : 그림의 피,부크크(bookk),2025,,Book,A,
1536,김세화,타오,나비클럽,2025,,Book,A,
1537,배선웅,탐정 안강산 : 심령사편,(주)도서출판 이음,2025,,Book,A,
1538,노원,투명 인간 살인 사건,포문출판,2025,,Book,A,
1539,페어웰,튜링 디텍티브,부크크(bookk),2025,,Book,A,
1540,이성현,폭포의 교향곡,부크크(bookk),2025,,Book,A,
1541,유태상,학교기이록 제 1장,부크크(bookk),2025,,Book,A,
1542,"정미진,김승아",한참을 헤매다가,엣눈북스(atnoonbooks),2025,,Book,A,
1543,김성종,"해운대, 그 태양과 모래",새움,2025,,Book,A,
1544,정상훈,히아신스,부크크(bookk),2025,,Book,A,
1545,무경,부디 당신이 무사히 타락하기를,나비클럽,2025,,Book,"A, A",
1546,김영탁,곰탕 1 (10만 부 판매 기념 에디션),arte(아르테),2025,,Book,"A, K",
1547,김영탁,곰탕 2 (10만 부 판매 기념 에디션),arte(아르테),2025,,Book,"A, K",
1548,김성종,최후의 증인 - 상,새움,2025,,Book,"A, K",
1549,김성종,최후의 증인 - 하,새움,2025,,Book,"A, K",
1550,강지영,거의 황홀한 순간,나무옆의자,2025,,Book,K,
1551,오윤희,검은 해바라기,북레시피,2025,,Book,K,
1552,"전건우, 최길성",검찰수사관 최수호,서랍의날씨,2025,,Book,K,
1553,이다모,괴조도,아프로스미디어,2025,,Book,K,
1554,김주영,귀신 보는 변호사 2,디자인21,2025,,Book,K,
1555,정종균,기묘한 J,바른북스,2025,,Book,K,
1556,여실지,난기류,텍스티(TXTY),2025,,Book,K,
1557,"방지언,방유정",뇌사판정위원회,선비와맑음,2025,,Book,K,
1558,이장우,라스베이거스 살인사건,바른북스,2025,,Book,K,
1559,김홍,말뚝들,한겨레출판사,2025,,Book,K,
1560,남킹,바티칸의 최종병기,서랍의날씨,2025,,Book,K,
1561,김종일,밸런스 게임 지옥,황금가지,2025,,Book,K,
1562,원장경,베이비시터,팩토리나인,2025,,Book,K,
1563,강지영,살인자의 쇼핑몰 1~3권 완결 + 외전집 세트,자음과모음,2025,,Book,K,
1564,강지영,살인자의 쇼핑몰 3,자음과모음,2025,,Book,K,
1565,"황민구, 이도연",선희,부크럼,2025,,Book,K,
1566,도희,성인들을 위한 잔혹동화 흑장미의 초대,씨큐브,2025,,Book,K,
1567,손보미,세이프 시티,창비,2025,,Book,K,
1568,현찬양,식탐정 허균: 화왕계 살인 사건,래빗홀,2025,,Book,K,
1569,윤대돈,실화소설: 무안의 눈물,아우내,2025,,Book,K,
1570,조영주,쌈리의 뼈,빚은책들,2025,,Book,K,
1571,이소민,아이돌 살인,엘릭시르,2025,,Book,K,
1572,한혁,언레코더블 시즌1 : 괴뢰사,더케이북스,2025,,Book,K,
1573,정보라,저주 토끼,래빗홀,2025,,Book,K,
1574,박성종,전 세계 사이코패스 살인마,북오션,2025,,Book,K,
1575,조영주,조선 궁궐 일본 요괴,KONG,2025,,Book,K,
1576,한수정,지루할 틈이 없는 무덤 관리인의 하루,희유출판사,2025,,Book,K,
1577,노원,투명 인간 살인 사건,포문,2025,,Book,K,
1578,단요,트윈,북다,2025,,Book,K,
1579,김호연,파우스터,위즈덤하우스,2025,,Book,K,
1580,김달리,플라스틱 세대,한겨레출판사,2025,,Book,K,
1581,강지영,하품은 맛있다,네오북스,2025,,Book,K,
1582,정명섭,76층 탐정,팩토리나인,2025,,Book,"A, K",
1583,미홀,UFO 신비로운 사건들,다온길,2025,,Book,"A, K",
1584,김탁환,거짓말이다 (특별판),북스피어,2025,,Book,"A, K",
1585,김진영,"괴물, 용혜",안전가옥,2025,,Book,"A, K",
1586,에나스,당신의 화원에 나를 초대합니다,미다스북스,2025,,Book,"A, K",
1587,전건우,더 컬트,한겨레출판사,2025,,Book,"A, K",
1588,문목하,돌이킬 수 있는,아작,2025,,Book,"A, K",
1589,김경희,"두 개의 목, 샴",파란문어,2025,,Book,"A, K",
1590,김혜량,리의 세계,서삼독,2025,,Book,"A, K",
1591,도직,마늘밭의 파수꾼,해피북스투유,2025,,Book,"A, K",
1592,염유창,마이너스 인간,해피북스투유,2025,,Book,"A, K",
1593,정해연,매듭의 끝,현대문학,2025,,Book,"A, K",
1594,김달리,머큐리 테일,팩토리나인,2025,,Book,"A, K",
1595,윤자영,몬스터 킬러,네오픽션,2025,,Book,"A, K",
1596,고태라,무녀촌,책과나무,2025,,Book,"A, K",
1597,오유경,문어 그림자에 루명 쓴 며느리,안전가옥,2025,,Book,"A, K",
1598,정명섭,미스터 쉐도우,아프로스미디어,2025,,Book,"A, K",
1599,고호,밀항선 하나에 두 명의 사냥꾼,델피노,2025,,Book,"A, K",
1600,장우성,비공개 송환,고즈넉이엔티,2025,,Book,"A, K",
1601,미홀,사라진 시간의 발자국,다온길,2025,,Book,"A, K",
1602,황정은,살인 오마카세,책과나무,2025,,Book,"A, K",
1603,이재찬,살인종,9월의햇살,2025,,Book,"A, K",
1604,정세랑,"설자은, 불꽃을 쫓다",문학동네,2025,,Book,"A, K",
1605,김영민,수상탑의 살인,아프로스미디어,2025,,Book,"A, K",
1606,리스(Ris),이세계 미식회,허밍북스,2025,,Book,"A, K",
1607,김성진,주말의 부부,안전가옥,2025,,Book,"A, K",
1608,미홀,지도 너머 기록,다온길,2025,,Book,"A, K",
1609,장다혜,탁영,북레시피,2025,,Book,"A, K",
1610,이유소,호흡과 폭발,한끼,2025,,Book,"A, K",
1611,박희종,복수는 이렇게 하는 거라고,메이드인,2025,,Book,"A, A, K, K",
1612,정해연,우리 집에 왜 왔어?,허블,2025,,Book,"A, A, K, K",
