No.,Author,Title,Publication_Type,Start_Year,End_Year,Publication_Type,Source,비고
398,박설미,백조의 침묵,들녘,2015,,Book,A,
399,김성종,부랑의 강,남도출판사,2015,,Book,A,
400,정미진,뼈,엣눈북스(atnoonbooks),2015,,Book,A,
401,손선영,십자관의 살인,한즈미디어(한스미디어),2015,,Book,A,
402,김현수,싸이코,지식과감성#,2015,,Book,A,
403,서미애,아린의 시선,한즈미디어(한스미디어),2015,,Book,A,
404,정해연,악의,황금가지,2015,,Book,A,
405,김탁환,열녀문의 비밀 1,민음사,2015,,Book,A,
406,김탁환,열하광인 1,민음사,2015,,Book,A,
407,김탁환,열하광인 2,민음사,2015,,Book,A,
408,황희,월요일이 없는 소년,들녘,2015,,Book,A,
409,정연,유랑화사 5,데이즈엔터(주),2015,,Book,A,
410,우태현,"적, 너는 나의 용기",새움,2015,,Book,A,
411,허수정,조선탐정 박명준 백안소녀 살인사건,신아출판사(SINA),2015,,Book,A,
412,김성종,최후의 증인 - 상,새움,2015,,Book,A,
413,김성종,최후의 증인 - 하,새움,2015,,Book,A,
414,배성우,추락하는 잠자리,부크크(bookk),2015,,Book,A,
415,이석용,클럽 페르소나,책밥,2015,,Book,A,
416,최혁곤,탐정이 아닌 두 남자의 밤,시공사,2015,,Book,A,
417,허수정,토정 이지함과 비사문천 살인사건,신아출판사(SINA),2015,,Book,A,
418,박순옥,퍼즐 Puzzle,향지,2015,,Book,A,
419,최종철,핑크 스카프,가나북스,2015,,Book,A,
420,김성종,"해운대, 그 태양과 모래",새움,2015,,Book,A,
421,성우창,해후의 도시,에픽로그,2015,,Book,A,
422,박기남,헬로 해커,에이콘출판,2015,,Book,A,
423,"김재희,박현주,손선영,홍성호,윤해환",셜록 홈즈의 증명,한즈미디어(한스미디어),2016,,Anthology,A,
424,"김경수,김범석,김재희,김주동,문정순,양수련,윤자영,이상우,장우석,정가일,조동신,최종철",마릴린 먼로의 입술,청어람,2016,,Anthology,"A, K",
425,EhwazRay,Avoid The Truth 1부,부크크(bookk),2016,,Book,A,
426,EhwazRay,Avoid The Truth 2부,부크크(bookk),2016,,Book,A,
427,김탁환,거짓말이다,북스피어,2016,,Book,A,
428,김탁환,거짓말이다 + 꽃다발 상품권 세트,북스피어,2016,,Book,A,
429,김준영,경계선의 아이들,에픽로그,2016,,Book,A,
430,김재희,경성 탐정 이상 2,시공사,2016,,Book,A,
431,김내성,마인,글로벌콘텐츠,2016,,Book,A,
432,와이토레케,문 더스트 파일즈 1,데이즈엔터(주),2016,,Book,A,
433,이준혁,밀레니엄의 끝,에픽로그,2016,,Book,A,
434,박순옥,배신자,한국신춘문예협회,2016,,Book,A,
435,조영주,붉은 소파,해냄출판사,2016,,Book,A,
436,도진기,붉은 집 살인사건,황금가지,2016,,Book,A,
437,임선경,빽넘버,들녘,2016,,Book,A,
438,HEN,소프트 보일드 키튼 1,큐블리셔,2016,,Book,A,
439,HEN,소프트 보일드 키튼 2,큐블리셔,2016,,Book,A,
440,도진기,악마는 법정에 서지 않는다,황금가지,2016,,Book,A,
441,"초련,YeoNwa",양라를 거부한 세계 1,데이즈엔터(주),2016,,Book,A,
442,박연선,"여름, 어디선가 시체가",놀,2016,,Book,A,
443,"표창원,손선영",운종가의 색목인들,엔트리(메가스터디북스),2016,,Book,A,
444,정석화,인간의 증명,한즈미디어(한스미디어),2016,,Book,A,
445,배상,장밋빛 비누,에픽로그,2016,,Book,A,
446,한상운,친애하는 나의 적,가하,2016,,Book,A,
447,김미리,탐정 홍길동,이숲,2016,,Book,A,
448,홍수연,파편 1,파란(파란미디어),2016,,Book,A,
449,홍수연,파편 1~2 세트 - 전2권,파란(파란미디어),2016,,Book,A,
450,홍수연,파편 2,파란(파란미디어),2016,,Book,A,
451,손선영,"판, PLATE",트로이목마,2016,,Book,A,
452,신시은,해무도,황금가지,2016,,Book,A,
453,장용민,건축무한육면각체 1,엘릭시르,2016,,Book,K,
454,장용민,건축무한육면각체 2,엘릭시르,2016,,Book,K,
455,김성한,달콤한 인생,새움,2016,,Book,K,
456,윤호,살의,다토북스,2016,,Book,K,
457,한유지,오래된 집 이음,똥소리,2016,,Book,K,
458,장강명,우리의 소원은 전쟁,위즈덤하우스,2016,,Book,K,
459,혼다 테쓰야,짐승의 성,북로드,2016,,Book,K,
460,박우진,타당한 범죄,버들피리,2016,,Book,K,
461,손선영,판(Plate),트로이목마,2016,,Book,K,
462,김이은,11:59PM 밤의 시간,답(도서출판),2016,,Book,"A, K",
463,나혁진,"그녀를 찾습니다, 여름",들녘,2016,,Book,"A, K",
464,장차이,부디 후회하지 않기를,일원리스트,2016,,Book,"A, K",
465,허수정,요시와라 유녀와 비밀의 히데요시,신아출판사(SINA),2016,,Book,"A, K",
466,임종욱,죽는 자는 누구인가,어문학사,2016,,Book,"A, K",
467,이승욱,침묵의 그림자,BG북갤러리,2016,,Book,"A, K",
468,최소해,혈통,좋은땅,2016,,Book,"A, K",
469,정유정,정유정 악의 3부작 세트 7년의 밤 28 종의 기원,은행나무,2016,,Book,K,
470,"오현리,박상민,홍성호,김재성,공민철,조동신,장우석,반대인,김주동,김재희,양수련,윤자영",리벤지 바이 블러드,청어람,2017,,Anthology,"A, K",
471,EhwazRay,Avoid The Truth 1부,부크크(bookk),2017,,Book,A,
472,EhwazRay,Avoid The Truth 2부,부크크(bookk),2017,,Book,A,
473,최숙향,가족이라서,부크크(bookk),2017,,Book,A,
474,이명행,기마민족 정복설,새움,2017,,Book,A,
475,박현주,나의 오컬트한 일상 세트 - 전2권,엘릭시르,2017,,Book,A,
476,정미진,"누구나 다 아는, 아무도 모르는",엣눈북스(atnoonbooks),2017,,Book,A,
477,도진기,모래바람,시공사,2017,,Book,A,
478,류인환,미지의 세계,부크크(bookk),2017,,Book,A,
479,정명섭,별세계 사건부,시공사,2017,,Book,A,
480,임소라,비활성화,하우위아(HOW WE ARE),2017,,Book,A,
481,최홍대,사형수,부크크(bookk),2017,,Book,A,
482,이건해,심야마장,북홀릭(bookholic),2017,,Book,A,
483,"초련,YeoNwa",양라를 거부한 세계 2,데이즈엔터(주),2017,,Book,A,
484,곽재식,토끼의 아리아,아작,2017,,Book,A,
485,김내성,초판본 마인,지만지(지식을만드는지식),2017,,Book,"A, A",
486,박현주,나의 오컬트한 일상: 가을 겨울 편,엘릭시르,2017,,Book,"A, K",
487,박현주,나의 오컬트한 일상: 봄 여름 편,엘릭시르,2017,,Book,"A, K",
488,도진기,변호사 고진 시리즈 1~5 세트 - 전6권,황금가지,2017,,Book,"A, K",
489,이기백,그래서 죽였어요,문득 출판사,2017,,Book,K,
490,비명소리가득한방,끝나지 않은 무서운 이야기,북오션,2017,,Book,K,
491,김명조,로스쿨교수 실종사건,문예바다,2017,,Book,K,
492,백승희,마지막 퍼즐,학이사,2017,,Book,K,
493,백민석,목화밭 엽기전,한겨레출판사,2017,,Book,K,
494,곽명달,범죄의 재구성,해피북미디어,2017,,Book,K,
495,방진호,블라인드 코너,새파란상상(파란미디어),2017,,Book,K,
496,이현수,사라진 요일,자음과모음,2017,,Book,K,
497,문지솔,살인자는 죽지 않는다,문학여행,2017,,Book,K,
498,한유지,살인자와의 대화,신아출판사(SINA),2017,,Book,K,
499,박기복,소년 프로파일러와 뱀파이어 학원,행복한나무,2017,,Book,K,
500,김은희,소설 시그널 1,클,2017,,Book,K,
501,해원,슬픈 열대,CABINET(캐비넷),2017,,Book,K,
502,박영광,시그니처,매드픽션,2017,,Book,K,
503,정가일,신데렐라 포장마차 1,들녘,2017,,Book,K,
504,이건해,심야마장,북홀릭,2017,,Book,K,
505,김용태,운석사냥꾼,고즈넉이엔티,2017,,Book,K,
506,박은우,청계산장의 재판,고즈넉이엔티,2017,,Book,K,
507,조완선,코뿔소를 보여주마,다산책방,2017,,Book,K,
508,차무진,해인,엘릭시르,2017,,Book,K,
509,"사이언픽션,윤자영",해피엔드는 없다,책과나무,2017,,Book,K,
510,곽재식,가장 무서운 이야기 사건,엘릭시르,2017,,Book,"A, K",
511,정재민,거미집 짓기,마음서재,2017,,Book,"A, K",
512,김재희,경성 탐정 이상 3,시공사,2017,,Book,"A, K",
513,나혁진,낙원남녀,황금가지,2017,,Book,"A, K",
514,배영익,내가 보이니,네오픽션,2017,,Book,"A, K",
515,도진기,라 트라비아타의 초상,황금가지,2017,,Book,"A, K",
516,손선영,마지막 유산,트로이목마,2017,,Book,"A, K",
517,김언희,매직 스피어,해냄출판사,2017,,Book,"A, K",
518,정해연,봉명아파트 꽃미남 수사일지,황금가지,2017,,Book,"A, K",
519,황희,부유하는 혼,해냄출판사,2017,,Book,"A, K",
520,허수정,비사문천 살인사건,신아출판사(SINA),2017,,Book,"A, K",
521,김희재,소실점,CABINET(캐비넷),2017,,Book,"A, K",
522,전건우,소용돌이,엘릭시르,2017,,Book,"A, K",
523,"최혁곤,이용균",수상한 에이스는 유니폼이 없다,황금가지,2017,,Book,"A, K",
524,송시우,아이의 뼈,한즈미디어(한스미디어),2017,,Book,"A, K",
525,도진기,악마의 증명,비채,2017,,Book,"A, K",
526,도진기,정신자살,황금가지,2017,,Book,"A, K",
527,박하익,종료되었습니다,황금가지,2017,,Book,"A, K",
528,서일록,카니발의 아침,초록인,2017,,Book,"A, K",
529,조장호,휴거 1992,해냄출판사,2017,,Book,"A, K",
530,"김재희,김재성,양수련,조동신,공민철,김주동,윤자영,박상민,정가일,김범석","굿바이 마이 달링, 독거미 여인의 키스",도서출판바람꽃,2018,,Anthology,"A, K",
531,"금희,안보윤,우승미,이동욱,이영훈,이유,임국영,임승훈,전아리,정지돈,주원규,채현선",시린 발,걷는사람,2018,,Anthology,"A, K",
532,"김범석,김재성,김재희,김주동,김주호,박상민,양수련,윤자영,장우석,정가일,조동신,한이",어른은 권력이다,청어람,2018,,Anthology,"A, K",
533,이설,D.O.A.,부크크(bookk),2018,,Book,A,
534,김경호,DIVE,부크크(bookk),2018,,Book,A,
535,최지운,갈오기,좋은옥토,2018,,Book,A,
536,김영탁,곰탕 1,arte(아르테),2018,,Book,A,
537,김영탁,곰탕 1~2 - 전2권,arte(아르테),2018,,Book,A,
538,김영탁,곰탕 1~2 세트 - 전2권,arte(아르테),2018,,Book,A,
539,김영탁,곰탕 2,arte(아르테),2018,,Book,A,
540,홍지운,구미베어 살인사건,아작,2018,,Book,A,
541,김평화,나는 매니저다,고즈넉이엔티,2018,,Book,A,
542,김성종,나는 살고싶다,남도출판사,2018,,Book,A,
543,김은주,녹색섬광,artenoir(아르테누아르),2018,,Book,A,
544,신혜선,동생의 비밀,artenoir(아르테누아르),2018,,Book,A,
545,김진영,마당이 있는 집,엘릭시르,2018,,Book,A,
546,차무진,"모크샤, 혹은 아이를 배신한 어미 이야기 1",들녘,2018,,Book,A,
547,차무진,"모크샤, 혹은 아이를 배신한 어미 이야기 2",들녘,2018,,Book,A,
548,양동기,문,부크크(bookk),2018,,Book,A,
549,정재한,미남당 사건수첩,CABINET(캐비넷),2018,,Book,A,
550,이치은,비밀 경기자,알렙,2018,,Book,A,
551,조선희,아홉 소리나무가 물었다,네오픽션,2018,,Book,A,
552,길뱀,연민의 구도자,부크크(bookk),2018,,Book,A,
553,문윤성,완전사회,아작,2018,,Book,A,
554,이치은,"유 대리는 어디에서, 어디로 사라졌는가?",알렙,2018,,Book,A,
555,"김예은,조윤경,정민수",지하세계,부크크(bookk),2018,,Book,A,
556,이덕진,"짐승만도 못한 새끼,피를 그대로 이어받은… 나는 쓰레기다. Chapter 1.",부크크(bookk),2018,,Book,A,
557,방정환,칠칠단의 비밀,부크크(bookk),2018,,Book,A,
558,양시명,커피유령과 바리스타 탐정,책과나무,2018,,Book,A,
559,심우,사라진 그림자 - 상,인디페이퍼,2018,,Book,"A, K",
560,심우,사라진 그림자 - 하,인디페이퍼,2018,,Book,"A, K",
561,한유지,게슈타포,신아출판사(SINA),2018,,Book,K,
562,장민혜,곤충,고즈넉이엔티,2018,,Book,K,
563,김중의,광인들,황금가지,2018,,Book,K,
564,김별아,구월의 살인,해냄출판사,2018,,Book,K,
565,권요원,그 녀석이 수상하다,바람의아이들,2018,,Book,K,
566,김성종,나는 살고 싶다,남도출판사,2018,,Book,K,
567,유선동,도둑맞은 책,손안의책,2018,,Book,K,
568,신혜선,동생의 비밀,아르테 누아르,2018,,Book,K,
569,조승훈,몽현동 300번지,오늘의문학사,2018,,Book,K,
570,반시연,무저갱,인디페이퍼,2018,,Book,K,
571,문지혁,비블리온,위즈덤하우스,2018,,Book,K,
572,노원,삐뚤어진 나라의 미스터리,포문,2018,,Book,K,
573,박해로,살,네오픽션,2018,,Book,K,
574,김수안,암보스,황금가지,2018,,Book,K,
575,이인규,여름,문학과감성,2018,,Book,K,
576,깃털,우리 동네 노래방,청어,2018,,Book,K,
577,이병주,운명의 덫,나남,2018,,Book,K,
578,"양국일,양국명",유리 인형,북오션,2018,,Book,K,
579,송준의,잠들 수 없는 밤의 기묘한 이야기(미니북),씨앤톡,2018,,Book,K,
580,송준의,정말로 있었던 무서운 이야기(미니북),씨앤톡,2018,,Book,K,
581,정해연,지금 죽으러 갑니다,황금가지,2018,,Book,K,
582,"양국일,양국명",지옥 인형,북오션,2018,,Book,K,
583,김한강,지하실의 멜로디,신아출판사(SINA),2018,,Book,K,
584,최민호,창백한 말,황금가지,2018,,Book,K,
585,양수련,커피유령과 바리스타 탐정,책과나무,2018,,Book,K,
586,김율,태양의 피,손안의책,2018,,Book,K,
587,하요아,폐가,신아출판사(SINA),2018,,Book,K,
588,송시우,검은 개가 온다,시공사,2018,,Book,"A, K",
589,변억환,"넘버, 오삼일",몽트,2018,,Book,"A, K",
590,서미애,당신의 별이 사라지던 밤,엘릭시르,2018,,Book,"A, K",
591,문목하,돌이킬 수 있는,아작,2018,,Book,"A, K",
592,안홍열,불타는 대망의 도박,경성문화,2018,,Book,"A, K",
593,이태훈,산호새의 비밀,몽실북스,2018,,Book,"A, K",
594,박하루,순결한 탐정 김재건과 춤추는 꼭두각시 (보급판),엘릭시르,2018,,Book,"A, K",
595,추종남,신의 아이들,손안의책,2018,,Book,"A, K",
596,김재희,유랑탐정 정약용,위즈덤하우스,2018,,Book,"A, K",
597,김재희,이웃이 같은 사람들,시공사,2018,,Book,"A, K",
598,신원섭,짐승,황금가지,2018,,Book,"A, K",
599,하두석,창세의 하자,북랩,2018,,Book,"A, K",
600,강지영,페로몬 부티크,씨네21북스,2018,,Book,"A, K",
601,김재희,표정없는 남자,책과나무,2018,,Book,"A, K",
602,"송한별,네크,은상,허설,이일경,곽재식",기생감,온우주,2019,,Anthology,A,
603,"고호관,곽재식,김두흠,김인정,김주영,손지상,엄길윤,엄정진,유이립,이나경,이서영,전삼혜,전혜진",아직은 끝이 아니야,아작,2019,,Anthology,A,
604,"김민준,김용성,방진호,이상민,장은호",내 안의 스릴러,인사이트브리즈,2019,,Anthology,K,
605,"김태민,박부용,정예진,이마음,묵독,배명은,엄성용,해도연",내 이웃의 살인마,황금가지,2019,,Anthology,"A, K",
606,"강지영,김성희,노희준,소현수,신원섭,전건우,정명섭,정해연",어위크,CABINET(캐비넷),2019,,Anthology,"A, K",
607,"김성희,전건우,정명섭,조영주,차무진",좀비 썰록,시공사,2019,,Anthology,"A, K",
608,"신원섭,정해연,조영주,정명섭",카페 홈즈에 가면?,손안의책,2019,,Anthology,"A, K",
609,김내성,[큰글씨 특별판] 마인 상권,부크크(bookk),2019,,Book,A,
610,김내성,[큰글씨 특별판] 마인 중권,부크크(bookk),2019,,Book,A,
611,김내성,[큰글씨 특별판] 마인 하권,부크크(bookk),2019,,Book,A,
612,조혜원,DYING MESSAGE,부크크(bookk),2019,,Book,A,
613,Yogi (요기) Huh,Escape from,부크크(bookk),2019,,Book,A,
614,구혜경,가려진 문틈의 아이,고즈넉이엔티,2019,,Book,A,
615,정명섭,개봉동 명탐정,북멘토(도서출판),2019,,Book,A,
616,김재희,경성여성구락부,코핀커뮤니케이션즈,2019,,Book,A,
617,김영탁,"곰탕 (1, 2권 합본 리커버 에디션)",arte(아르테),2019,,Book,A,
618,홍선주,나는 연쇄살인자와 결혼했다,부크크(bookk),2019,,Book,A,
619,이채하,나의 스무 번째 의뢰인,고즈넉이엔티,2019,,Book,A,
620,해윰,나침반 1,부크크(bookk),2019,,Book,A,
621,Jodieforster,더 플라이 The Fly,부크크(bookk),2019,,Book,A,
622,이종열,마지막 여행,좋은땅,2019,,Book,A,
623,김준모,미나의 언덕,부크크(bookk),2019,,Book,A,
624,이정명,밤의 양들 - 전2권,은행나무,2019,,Book,A,
625,이인철,배심원들,지식과감성#,2019,,Book,A,
626,김미조,빌어먹을 놈은 아니지만,42미디어콘텐츠,2019,,Book,A,
627,이현아,사인(死人),부크크(bookk),2019,,Book,A,
628,김기홍,수인번호(囚人番號) 1004',부크크(bookk),2019,,Book,A,
629,김내성,실락원의 별 1,글로벌콘텐츠,2019,,Book,A,
630,김내성,실락원의 별 3,글로벌콘텐츠,2019,,Book,A,
631,길현,연민의 구도자,부크크(bookk),2019,,Book,A,
632,김경수,연수원 살인사건,한스컨텐츠(Hantz),2019,,Book,A,
633,채만식,염마(艶魔),부크크(bookk),2019,,Book,A,
634,김주영,완벽한 생존,인디페이퍼,2019,,Book,A,
635,장호,저스티스 1~3 세트 - 전3권,해냄출판사,2019,,Book,A,
636,이경기,추리 익스프레스 특급 & 미스테리 걸작 소설,부크크(bookk),2019,,Book,A,
637,배수영,햇빛공포증,몽실북스,2019,,Book,A,
638,장루이,1907 : 네 개의 손,달아실,2019,,Book,"A, K",
639,장루이,1907 : 일몰,달아실,2019,,Book,"A, K",
640,추정경,검은 개,다산책방,2019,,Book,"A, K",
641,전건우,살롱 드 홈즈(Salon de Holmes),몽실북스,2019,,Book,"A, K",
642,이창준,가이드 1,문학여행,2019,,Book,K,
643,이미령,검은 섬,고즈넉이엔티,2019,,Book,K,
644,김영탁,곰탕(1-2권 합본 리커버 에디션),arte(아르테),2019,,Book,K,
645,정해연,내가 죽였다,연담L,2019,,Book,K,
646,황희,내일이 없는 소녀,네오픽션,2019,,Book,K,
647,이희영,너는 누구니,황금가지,2019,,Book,K,
648,이재익,너와 나의 미스터리,가쎄,2019,,Book,K,
649,유동민,마녀의 방,좋은친구출판사,2019,,Book,K,
650,엄우흠,마리의 돼지의 낙타,자음과모음,2019,,Book,K,
651,주원규,반인간선언,자음과모음,2019,,Book,K,
652,조영주,반전이 없다,연담L,2019,,Book,K,
653,여설하,별순검,모든북,2019,,Book,K,
654,김나영,붉은 열대어,고즈넉이엔티,2019,,Book,K,
655,김지연,빨간 모자,고즈넉이엔티,2019,,Book,K,
656,임정희,사냥꾼 이야기,손안의책,2019,,Book,K,
657,선자은,소녀귀신탐정 1: 날 죽인 살인범을 찾아라!,슈크림북,2019,,Book,K,
658,선자은,소녀귀신탐정 2: 시체는 말한다,슈크림북,2019,,Book,K,
659,윤자영,수상한 졸업여행,탐,2019,,Book,K,
660,박해로,신을 받으라,네오픽션,2019,,Book,K,
661,변억환,실종된 화가와 남자들,좋은땅,2019,,Book,K,
662,유광수,싱글몰트 사나이 1,휴먼앤북스(Human&Books),2019,,Book,K,
663,유광수,싱글몰트 사나이 2,휴먼앤북스(Human&Books),2019,,Book,K,
664,서아람,암흑검사 1,연담L,2019,,Book,K,
665,서아람,암흑검사 2,연담L,2019,,Book,K,
666,김경수,연수원 살인사건,한스컨텐츠,2019,,Book,K,
667,정해연,유괴의 날,시공사,2019,,Book,K,
668,정명섭,유품정리사,한겨레출판사,2019,,Book,K,
669,윤홍기,일곱 번째 배심원,연담L,2019,,Book,K,
670,장호,저스티스 2,해냄출판사,2019,,Book,K,
671,정보라,저주 토끼,아작,2019,,Book,K,
672,손지상,죽은 눈의 소녀와 분리수거 기록부,네오픽션,2019,,Book,K,
673,김진명,직지 1,쌤앤파커스,2019,,Book,K,
674,김진명,직지 2,쌤앤파커스,2019,,Book,K,
675,김혜빈,캐리어,고즈넉이엔티,2019,,Book,K,
676,최진환,파란 불꽃의 형사,신아출판사(SINA),2019,,Book,K,
677,김호연,파우스터,위즈덤하우스,2019,,Book,K,
678,이찬영,피터 래빗 죽이기,고즈넉이엔티,2019,,Book,K,
679,전건우,한밤중에 나 홀로,북오션,2019,,Book,K,
680,이종관,현장검증,고즈넉이엔티,2019,,Book,K,
681,윤재성,화곡,새움,2019,,Book,K,
682,김재희,경성 탐정 이상 4,시공사,2019,,Book,"A, K",
683,윤자영,교동회관 밀실 살인사건,책과나무,2019,,Book,"A, K",
684,윤자영,나당탐정사무소 사건일지,책과나무,2019,,Book,"A, K",
685,황세연,내가 죽인 남자가 돌아왔다,마카롱,2019,,Book,"A, K",
686,조예은,뉴서울파크 젤리장수 대학살,안전가옥,2019,,Book,"A, K",
687,송시우,대나무가 우는 섬,시공사,2019,,Book,"A, K",
688,이정명,밤의 양들 1,은행나무,2019,,Book,"A, K",
689,이정명,밤의 양들 2,은행나무,2019,,Book,"A, K",
690,공민철,시체 옆에 피는 꽃,책과나무,2019,,Book,"A, K",
691,홍성호,악의의 질량,책과나무,2019,,Book,"A, K",
692,장호,저스티스 1,해냄출판사,2019,,Book,"A, K",
693,장호,저스티스 3,해냄출판사,2019,,Book,"A, K",
694,한수옥,죽이고 싶은,책과나무,2019,,Book,"A, K",
695,김재희,청년은 탐정도 불안하다,책과나무,2019,,Book,"A, K",
696,김유철,콜24,네오픽션,2019,,Book,"A, K",
697,설혜원,클린 코드,지금이책,2019,,Book,"A, K",
698,한켠,탐정 전일도 사건집,황금가지,2019,,Book,"A, K",
699,정명섭,한성 프리메이슨,마카롱,2019,,Book,"A, K",
700,도진기,합리적 의심,비채,2019,,Book,"A, K",
701,김성종,형사 오병호,남도출판사,2019,,Book,"A, K",
702,권여선,레몬,창비,2019,,Book,"K, K",
703,"남세오,곽재식,심너울,엄길윤,엄정진,온연두,유이립,이로빈,전혜진,지현상",살을 섞다,아작,2020,,Anthology,A,
704,"황세연,김유철,박하익,송시우,조동신,홍성호,공민철,한이,정가일",한국추리문학상 황금펜상 수상작품집,나비클럽,2020,,Anthology,A,
705,"전혜진,김영민,김재희,윤자영,문화류씨",괴이한 미스터리 : 괴담 편,나비클럽,2020,,Anthology,"A, K",
706,"엄길윤,황세연,조동신,전건우,한이",괴이한 미스터리 : 범죄 편,나비클럽,2020,,Anthology,"A, K",
707,"정세호,배명은,홍지운,김유철,한새마",괴이한 미스터리 : 저주 편,나비클럽,2020,,Anthology,"A, K",
708,"허설,반대인,사마란,김선민,홍성호",괴이한 미스터리 : 초자연 편,나비클럽,2020,,Anthology,"A, K",
709,"강화길,손보미,임솔아,지혜,천희란",사라지는 건 여자들뿐이거든요,은행나무,2020,,Anthology,K,
710,"정명섭,김이환,장아미,남유하",스프(SF) 미스터리,그래비티북스,2020,,Anthology,K,
711,"황세연,김유철,박하익,송시우,조동신,공민철,홍성호,한이,정가일",한국추리문학상 황금펜상 수상작품집 : 2007-2020 특별판,나비클럽,2020,,Anthology,K,
712,"정세호,배명은,홍지운,김유철,한새마,엄길윤,황세연,전건우,조동신,한이,허설,반대인,사마란,김선민,홍성호,전혜진,김재희,윤자영,김영민,문화류씨",괴이한 미스터리 세트 - 전4권,나비클럽,2020,,Anthology,"A, K",
713,"김탁환,신원섭,정명섭,정해연,조영주,차무진",카페 홈즈의 마지막 사랑,손안의책,2020,,Anthology,"A, K",
714,김양음,8번의 고백,부크크(bookk),2020,,Book,A,
715,구디(Goodie),가려진 진실,부크크(bookk),2020,,Book,A,
716,해윰,나침반 2,부크크(bookk),2020,,Book,A,
717,한예상,네 잎 클로버,부크크(bookk),2020,,Book,A,
718,Kalsavina,델리아-전생의 약속,부크크(bookk),2020,,Book,A,
719,한유지,로드 바이크 : 침묵의 봄,베스트하우스,2020,,Book,A,
720,양시명,바리스타 탐정 마환,몽실북스,2020,,Book,A,
721,최숙향,사라진 진실,부크크(bookk),2020,,Book,A,
722,나혁진,상처,몽실북스,2020,,Book,A,
723,하지은,얼음나무 숲,황금가지,2020,,Book,A,
724,박연선,"여름, 어디선가 시체가",놀,2020,,Book,A,
725,길현,연민의 구도자,부크크(bookk),2020,,Book,A,
726,wisenotes,오!아름다운 사건집 시즌1,부크크(bookk),2020,,Book,A,
727,씨에스타,옴니버스 숏컷 (Short Cut),부크크(bookk),2020,,Book,A,
728,추정경,월요일의 마법사와 금요일의 살인자,돌베개,2020,,Book,A,
729,강성모(neptunuse),적월,부크크(bookk),2020,,Book,A,
730,정명섭,제3도시,Storehouse,2020,,Book,A,
731,한유지,차도살인,베스트하우스,2020,,Book,A,
732,강현옥,크로스드레서,부크크(bookk),2020,,Book,A,
733,윤자영,파멸일기,몽실북스,2020,,Book,A,
734,황연,파프리카,부크크(bookk),2020,,Book,A,
735,김희재,하우스,CABINET(캐비넷),2020,,Book,A,
736,박병호,혈가사,홍시,2020,,Book,A,
737,이재인,호랑낭자 뎐,연담L,2020,,Book,A,
738,Aje. 이상호,환상,부크크(bookk),2020,,Book,A,
739,장준호,환상 저 너머,예작,2020,,Book,A,
740,배영동,희망 고문,부크크(bookk),2020,,Book,A,
741,정혁용,침입자들,다산책방,2020,,Book,"A, A",
742,박하루,순결한 탐정 김재건과 춤추는 꼭두각시 (일반판),엘릭시르,2020,,Book,"A, K",
743,박의림,1104호,대한출판,2020,,Book,K,
744,윤혜숙,계회도 살인사건,서해문집,2020,,Book,K,
745,김홍철,공개수배,청어,2020,,Book,K,
746,이시우,과외활동,황금가지,2020,,Book,K,
747,김제철,그린펜션,작가와비평,2020,,Book,K,
748,황희,기린의 타자기,들녘,2020,,Book,K,
749,백금남,김씨의 나라 1,고즈넉이엔티,2020,,Book,K,
750,백금남,김씨의 나라 2,고즈넉이엔티,2020,,Book,K,
751,김하림,깨어나지 말 걸 그랬어,고즈넉이엔티,2020,,Book,K,
752,최제훈,단지 살인마,현대문학,2020,,Book,K,
753,정해연,두 번째 거짓말,요다,2020,,Book,K,
754,전건우,마귀,고즈넉이엔티,2020,,Book,K,
755,김종일,마녀의 소녀 1,황금가지,2020,,Book,K,
756,김종일,마녀의 소녀 2,황금가지,2020,,Book,K,
757,김종일,마녀의 소녀 세트,황금가지,2020,,Book,K,
758,김진명,무궁화꽃이 피었습니다 1,새움,2020,,Book,K,
759,김진명,무궁화꽃이 피었습니다 2,새움,2020,,Book,K,
760,이산화,밀수,안전가옥,2020,,Book,K,
761,양수련,바리스타 탐정 마환,몽실북스,2020,,Book,K,
762,정세랑,보건교사 안은영(특별판),민음사,2020,,Book,K,
763,마키림,불륜 감별사,바이북스,2020,,Book,K,
764,이성진,사라진 나라의 아이들,고즈넉이엔티,2020,,Book,K,
765,강지영,살인자의 쇼핑몰 1,자음과모음,2020,,Book,K,
766,조선희,소금 비늘,네오픽션,2020,,Book,K,
767,조영석,소년들은 죽이면 안 되나요,해피북스투유,2020,,Book,K,
768,조동신,수사반장,리한컴퍼니,2020,,Book,K,
769,박주영,숲의 아이들,문학동네,2020,,Book,K,
770,박준영,"스노글로브, 당신이 사는 세상",지식과감성#,2020,,Book,K,
771,정가일,신데렐라 포장마차 2,들녘,2020,,Book,K,
772,고호,악플러 수용소,델피노,2020,,Book,K,
773,김나영,언노운 피플,고즈넉이엔티,2020,,Book,K,
774,성혜정,염탐자가 찾는 소리,맑은샘,2020,,Book,K,
775,정명섭,제3도시,Storehouse(스토어하우스),2020,,Book,K,
776,노효두,찾고 싶다,고즈넉이엔티,2020,,Book,K,
